key,offset,partition,timestamp,topic,value,_rescued_data
VUEwMDAwMDAxMDczODM0NzU=,219428505,1,1593880156899,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImFkZF9pdGVtIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5ODE5NjQ4MTI1LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAxNTY4ODYzOTEsImdlbyI6eyJjaXR5IjoiQ2hhcmxvdHRlIiwic3RhdGUiOiJOQyJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9UIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgVHdpbiBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjU5NS4wLCJwcmljZV9pbl91c2QiOjU5NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6ImRpcmVjdCIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5MzI5NjkzODczLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODM0NzUifQ==,
VUEwMDAwMDAxMDczOTExNDc=,219428570,1,1593880159902,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InBpbGxvd3MiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAxNTk4OTQ4MzgsImdlbyI6eyJjaXR5IjoiUG9tb25hIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAxNTk4OTQ4MzgsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MTE0NyJ9,
VUEwMDAwMDAxMDczOTk1MzY=,219256871,0,1593881040662,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODEwNDA2NTU2MTMsImdlbyI6eyJjaXR5IjoiTWFuaXRvd29jIiwic3RhdGUiOiJXSSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODEwNDA2NTU2MTMsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5OTUzNiJ9,
VUEwMDAwMDAxMDczOTk1NzA=,219256917,0,1593881044240,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoicGlsbG93cyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MTA0NDE4NzMyNCwiZ2VvIjp7ImNpdHkiOiJNb250IEJlbHZpZXUiLCJzdGF0ZSI6IlRYIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgxMDQ0MTg3MzI0LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTk1NzAifQ==,
VUEwMDAwMDAxMDczOTk1NDU=,219440184,1,1593881041415,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODEwNDEzODc2MzQsImdlbyI6eyJjaXR5IjoiU3RlcmxpbmcgSGVpZ2h0cyIsInN0YXRlIjoiTUkifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgxMDQxMzg3NjM0LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTk1NDUifQ==,
VUEwMDAwMDAxMDczOTk2MTc=,219440314,1,1593881048540,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MTA0ODUyOTc3MCwiZ2VvIjp7ImNpdHkiOiJUdWNzb24iLCJzdGF0ZSI6IkFaIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MTA0ODUyOTc3MCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk5NjE3In0=,
VUEwMDAwMDAxMDczOTk1MzI=,219256868,0,1593881040480,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgxMDQwNDI3Njk4LCJnZW8iOnsiY2l0eSI6IlN5cmFjdXNlIiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODEwNDA0Mjc2OTgsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5OTUzMiJ9,
VUEwMDAwMDAxMDczODMwMzQ=,219256880,0,1593881041292,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4NzkyNzg3NjYzMTcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MTA0MTI2ODg0OSwiZ2VvIjp7ImNpdHkiOiJCb3N0b24iLCJzdGF0ZSI6Ik1BIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3OTI3ODc2NjMxNywidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzgzMDM0In0=,
VUEwMDAwMDAxMDczODk2ODg=,219256911,0,1593881043894,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODEwMDQzMDgzMzAsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MTA0Mzg2OTM1MCwiZ2VvIjp7ImNpdHkiOiJNaWx3YXVrZWUiLCJzdGF0ZSI6IldJIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDAxMTI4NjkxMCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzg5Njg4In0=,
VUEwMDAwMDAxMDczOTYyOTM=,219440202,1,1593881042007,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJwcmVtaXVtIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwNjk2NjIxNzIxLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODEwNDE5NzU2OTYsImdlbyI6eyJjaXR5IjoiRGlja2luc29uIiwic3RhdGUiOiJUWCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODA2OTY2MjE3MjEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5NjI5MyJ9,
VUEwMDAwMDAxMDczOTk1ODU=,219440219,1,1593881046030,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MTA0NjAxNjkzNiwiZ2VvIjp7ImNpdHkiOiJNZW1waGlzIiwic3RhdGUiOiJUTiJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODEwNDYwMTY5MzYsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5OTU4NSJ9,
VUEwMDAwMDAxMDczOTk1NzE=,219440284,1,1593881044274,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InBpbGxvd3MiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODEwNDQyMjYwMzIsImdlbyI6eyJjaXR5IjoiQ29sdW1idXMiLCJzdGF0ZSI6Ik9IIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MTA0NDIyNjAzMiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk5NTcxIn0=,
VUEwMDAwMDAxMDczODEyNDM=,219440291,1,1593881044436,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjaGVja291dCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDg1MDA0Nzg3MywiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgxMDQ0NDE2NjkyLCJnZW8iOnsiY2l0eSI6IkZheWV0dGV2aWxsZSIsInN0YXRlIjoiTkMifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fVCIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIFR3aW4gTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjoxMTkwLjAsInByaWNlX2luX3VzZCI6NTk1LjAsInF1YW50aXR5IjoyfV0sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkwODY5Nzk3MDMsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MTI0MyJ9,
VUEwMDAwMDAxMDczOTk2MTU=,219440307,1,1593881048412,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYXR0cmVzc2VzIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgxMDQ4NDA2MTE0LCJnZW8iOnsiY2l0eSI6IlByaWNlIiwic3RhdGUiOiJVVCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MTA0ODQwNjExNCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk5NjE1In0=,
VUEwMDAwMDAxMDczODk2NDY=,219243960,0,1593880006241,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAwMDYxOTE1MzgsImdlbyI6eyJjaXR5IjoiQ2hhcmxlc3RvbiIsInN0YXRlIjoiU0MifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMDA2MTkxNTM4LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODk2NDYifQ==,
VUEwMDAwMDAxMDczNDU1MzI=,219244051,0,1593879999957,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnsicHVyY2hhc2VfcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwidG90YWxfaXRlbV9xdWFudGl0eSI6MSwidW5pcXVlX2l0ZW1zIjoxfSwiZXZlbnRfbmFtZSI6ImZpbmFsaXplIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5NDgwMjU3MzE3LCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk5OTk5MjUzMTAsImdlbyI6eyJjaXR5IjoiTWVtcGhpcyIsInN0YXRlIjoiVE4ifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fSyIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIEtpbmcgTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjoxMTk1LjAsInByaWNlX2luX3VzZCI6MTE5NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc1MDUzODExMTA4LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNDU1MzIifQ==,
VUEwMDAwMDAxMDczNjkyNTk=,219426608,1,1593880006392,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJwcmVzcyIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3Nzc1NDU5NjI1MiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMDA2MzQ3NDg5LCJnZW8iOnsiY2l0eSI6IkNlZGFyIEhpbGwiLCJzdGF0ZSI6IlRYIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3Nzc1NDU5NjI1MiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzY5MjU5In0=,
VUEwMDAwMDAxMDczNjMzODE=,219426645,1,1593880003762,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzg4OTMzOTM2OTQsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDAwMzc0NjEyMCwiZ2VvIjp7ImNpdHkiOiJMb25nIEJlYWNoIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3NzExOTI0NjYxOSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzYzMzgxIn0=,
VUEwMDAwMDAxMDczODUwMDk=,219426662,1,1593880004545,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYXR0cmVzc2VzIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5NTQ2MDE1MDUwLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAwMDQ0OTIzMDMsImdlbyI6eyJjaXR5IjoiUm9tYSIsInN0YXRlIjoiVFgifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imluc3RhZ3JhbSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NDk0MDMxOTg3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODUwMDkifQ==,
VUEwMDAwMDAxMDczODI0NzY=,219243937,0,1593880005254,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJvcmlnaW5hbCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTIyMDM1Mzc5MiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMDA1MjM2NjQwLCJnZW8iOnsiY2l0eSI6Ik1pZHdlc3QgQ2l0eSIsInN0YXRlIjoiT0sifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5MjIwMzUzNzkyLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODI0NzYifQ==,
VUEwMDAwMDAxMDczODk2NDg=,219243980,0,1593880007030,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNhcmVlcnMiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAwMDY5OTQyOTcsImdlbyI6eyJjaXR5IjoiRnJlc25vIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoieW91dHViZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMDA2OTk0Mjk3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODk2NDgifQ==,
VUEwMDAwMDAxMDczODk2NTA=,219243983,0,1593880007187,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAwMDcxNDY2OTIsImdlbyI6eyJjaXR5IjoiTG9zIEFuZ2VsZXMiLCJzdGF0ZSI6IkNBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJpbnN0YWdyYW0iLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDAwNzE0NjY5MiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzg5NjUwIn0=,
VUEwMDAwMDAxMDczODA2NTQ=,219244021,0,1593879998147,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNhcnQiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk3MzU3OTE3NzUsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTk5ODExMTcwNywiZ2VvIjp7ImNpdHkiOiJHcmFudHN2aWxsZSIsInN0YXRlIjoiVVQifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fRiIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIEZ1bGwgTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjo5NDUuMCwicHJpY2VfaW5fdXNkIjo5NDUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJpbnN0YWdyYW0iLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3OTAyNzIyNDMxNywidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzgwNjU0In0=,
VUEwMDAwMDAxMDczNzMwMDA=,219244023,0,1593879998197,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoiZ3Vlc3QiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk5MzA1MDkwNjksImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTk5ODE5MTUxNywiZ2VvIjp7ImNpdHkiOiJJbmRpYW5hcG9saXMiLCJzdGF0ZSI6IklOIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0YiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBGdWxsIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6OTQ1LjAsInByaWNlX2luX3VzZCI6OTQ1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODE3Njg5MDUyNywidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzczMDAwIn0=,
VUEwMDAwMDAxMDczODQyMjk=,219426590,1,1593880005131,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJhZGRfaXRlbSIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTY1OTE4NDczMiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMDA1MTA5NjQxLCJnZW8iOnsiY2l0eSI6IkNoYXJsb3R0ZSIsInN0YXRlIjoiTkMifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1NUQU5fRiIsIml0ZW1fbmFtZSI6IlN0YW5kYXJkIEZ1bGwgTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjo5NDUuMCwicHJpY2VfaW5fdXNkIjo5NDUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NDE1Mzg4MTE2LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODQyMjkifQ==,
VUEwMDAwMDAxMDczODk2Mjk=,219426654,1,1593880004152,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAwMDQxMjg1MTMsImdlbyI6eyJjaXR5IjoiTmV3IE9ybGVhbnMiLCJzdGF0ZSI6IkxBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDAwNDEyODUxMywidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzg5NjI5In0=,
VUEwMDAwMDAxMDczODU0NjQ=,219238817,0,1593879545464,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTU0NTQzMTYxNywiZ2VvIjp7ImNpdHkiOiJMb3MgQW5nZWxlcyIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5NTQ1NDMxNjE3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODU0NjQifQ==,
VUEwMDAwMDAxMDczODU0OTg=,219238880,0,1593879549196,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTU0OTE2NDg2MCwiZ2VvIjp7ImNpdHkiOiJBbmFoZWltIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk1NDkxNjQ4NjAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTQ5OCJ9,
VUEwMDAwMDAxMDczODU0Njc=,219420573,1,1593879545859,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNhcmVlcnMiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk1NDU4NTIzMzMsImdlbyI6eyJjaXR5IjoiTWFyaW5hIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk1NDU4NTIzMzMsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTQ2NyJ9,
VUEwMDAwMDAxMDczODUwMDk=,219420575,1,1593879546055,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJmYXEiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk0OTQwMzE5ODcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTU0NjAxNTA1MCwiZ2VvIjp7ImNpdHkiOiJSb21hIiwic3RhdGUiOiJUWCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk0OTQwMzE5ODcsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTAwOSJ9,
VUEwMDAwMDAxMDczODU0MTU=,219420603,1,1593879540803,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJwaWxsb3dzIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5NTQwNzUzNzEwLCJnZW8iOnsiY2l0eSI6IkNvbnZlcnNlIiwic3RhdGUiOiJUWCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk1NDA3NTM3MTAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTQxNSJ9,
VUEwMDAwMDAxMDczODE5NTE=,219420611,1,1593879541090,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im9yaWdpbmFsIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5MTY0MjA5MTMwLCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk1NDEwNTc2ODgsImdlbyI6eyJjaXR5IjoiQnVyYmFuayIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5MTY0MjA5MTMwLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODE5NTEifQ==,
VUEwMDAwMDAxMDczODU0MzE=,219420637,1,1593879542367,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InBpbGxvd3MiLCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk1NDIzMzg0NDUsImdlbyI6eyJjaXR5IjoiQWxiYW55Iiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk1NDIzMzg0NDUsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTQzMSJ9,
